FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
51137,Orange,Virginia,US,16/10/2020 04:24,38.24530219,-78.015604,363,5,0,358,"Orange, Virginia, US",979.7306415,1.377410468
51139,Page,Virginia,US,16/10/2020 04:24,38.61807452,-78.48797204,442,30,0,412,"Page, Virginia, US",1849.217639,6.787330317
51141,Patrick,Virginia,US,16/10/2020 04:24,36.6801638,-80.2865648,296,26,0,270,"Patrick, Virginia, US",1681.054066,8.783783784
51730,Petersburg,Virginia,US,16/10/2020 04:24,37.20530399,-77.39368102,838,29,0,809,"Petersburg, Virginia, US",2673.387354,3.460620525
51143,Pittsylvania,Virginia,US,16/10/2020 04:24,36.81980341,-79.39731264,1185,11,0,1174,"Pittsylvania, Virginia, US",1963.415847,0.928270042
51735,Poquoson,Virginia,US,16/10/2020 04:24,37.14259351,-76.35798148,86,2,0,84,"Poquoson, Virginia, US",700.8393774,2.325581395
51740,Portsmouth,Virginia,US,16/10/2020 04:24,36.85914825,-76.35971629,2706,63,0,2643,"Portsmouth, Virginia, US",2866.586156,2.328159645
51145,Powhatan,Virginia,US,16/10/2020 04:24,37.55016038,-77.91267882,269,5,0,264,"Powhatan, Virginia, US",907.1900715,1.858736059
51147,Prince Edward,Virginia,US,16/10/2020 04:24,37.22554789,-78.43597949,700,12,0,688,"Prince Edward, Virginia, US",3069.906149,1.714285714
51149,Prince George,Virginia,US,16/10/2020 04:24,37.18497668,-77.22922187,997,5,0,992,"Prince George, Virginia, US",2599.53589,0.501504514
51153,Prince William,Virginia,US,16/10/2020 04:24,38.70916224,-77.48713689,13390,216,0,13174,"Prince William, Virginia, US",2846.906992,1.613144137
51155,Pulaski,Virginia,US,16/10/2020 04:24,37.06474963,-80.71229738,260,6,0,254,"Pulaski, Virginia, US",764.0990978,2.307692308
51750,Radford,Virginia,US,16/10/2020 04:24,37.12222899,-80.5602732,790,1,0,789,"Radford, Virginia, US",4329.004329,0.126582278
51157,Rappahannock,Virginia,US,16/10/2020 04:24,38.68295619,-78.15826963,66,2,0,64,"Rappahannock, Virginia, US",895.5223881,3.03030303
51159,Richmond,Virginia,US,16/10/2020 04:24,37.937575,-76.72920628,371,4,0,367,"Richmond, Virginia, US",4111.714507,1.078167116
51760,Richmond City,Virginia,US,16/10/2020 04:24,37.53255773,-77.47966921,5003,62,0,4941,"Richmond City, Virginia, US",2171.101738,1.239256446
51161,Roanoke,Virginia,US,16/10/2020 04:24,37.26865804,-80.06396753,1183,8,0,1175,"Roanoke, Virginia, US",1256.025312,0.67624683
51770,Roanoke City,Virginia,US,16/10/2020 04:24,37.27791025,-79.96189766,2276,32,0,2244,"Roanoke City, Virginia, US",2295.673926,1.405975395
51163,Rockbridge,Virginia,US,16/10/2020 04:24,37.81204314,-79.44605905,140,3,0,137,"Rockbridge, Virginia, US",620.2099854,2.142857143
51165,Rockingham,Virginia,US,16/10/2020 04:24,38.51006137,-78.87260325,1660,22,0,1638,"Rockingham, Virginia, US",2025.674818,1.325301205
51167,Russell,Virginia,US,16/10/2020 04:24,36.9302832,-82.10095486,386,8,0,378,"Russell, Virginia, US",1451.891973,2.07253886
51775,Salem,Virginia,US,16/10/2020 04:24,37.2836193,-80.06219455,409,6,0,403,"Salem, Virginia, US",1616.536896,1.466992665
51169,Scott,Virginia,US,16/10/2020 04:24,36.71466456,-82.60171704,240,5,0,235,"Scott, Virginia, US",1112.86284,2.083333333
51171,Shenandoah,Virginia,US,16/10/2020 04:24,38.85905135,-78.56813762,893,59,0,834,"Shenandoah, Virginia, US",2047.413793,6.606942889
51173,Smyth,Virginia,US,16/10/2020 04:24,36.84455636,-81.53344948,583,22,0,561,"Smyth, Virginia, US",1936.619718,3.773584906
51175,Southampton,Virginia,US,16/10/2020 04:24,36.72231125,-77.10642712,876,30,0,846,"Southampton, Virginia, US",4968.521354,3.424657534
51177,Spotsylvania,Virginia,US,16/10/2020 04:24,38.18574462,-77.655399,2298,46,0,2252,"Spotsylvania, Virginia, US",1687.038872,2.001740644
51179,Stafford,Virginia,US,16/10/2020 04:24,38.41758738,-77.45917053,2230,19,0,2211,"Stafford, Virginia, US",1458.641305,0.852017937
51790,Staunton,Virginia,US,16/10/2020 04:24,38.15965544,-79.05979937,338,0,0,338,"Staunton, Virginia, US",1355.68747,0
51800,Suffolk,Virginia,US,16/10/2020 04:24,36.70155394,-76.63603554,2220,77,0,2143,"Suffolk, Virginia, US",2410.214096,3.468468468
51181,Surry,Virginia,US,16/10/2020 04:24,37.11781893,-76.88450012,134,4,0,130,"Surry, Virginia, US",2086.57739,2.985074627
51183,Sussex,Virginia,US,16/10/2020 04:24,36.92432914,-77.25791182,634,12,0,622,"Sussex, Virginia, US",5681.51268,1.892744479
51185,Tazewell,Virginia,US,16/10/2020 04:24,37.12191123,-81.56685568,395,2,0,393,"Tazewell, Virginia, US",973.0262348,0.506329114
90051,Unassigned,Virginia,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, Virginia, US",NA,NA
51810,Virginia Beach,Virginia,US,16/10/2020 04:24,36.73285734,-76.04566934,7415,101,0,7314,"Virginia Beach, Virginia, US",1647.872988,1.362103844
51187,Warren,Virginia,US,16/10/2020 04:24,38.90847745,-78.20280433,514,14,0,500,"Warren, Virginia, US",1279.753013,2.723735409
51191,Washington,Virginia,US,16/10/2020 04:24,36.72341572,-81.95666289,778,21,0,757,"Washington, Virginia, US",1447.711202,2.699228792
51820,Waynesboro,Virginia,US,16/10/2020 04:24,38.06451466,-78.90293905,348,3,0,345,"Waynesboro, Virginia, US",1537.781706,0.862068966
51193,Westmoreland,Virginia,US,16/10/2020 04:24,38.11021557,-76.80213247,328,4,0,324,"Westmoreland, Virginia, US",1820.704968,1.219512195
51830,Williamsburg,Virginia,US,16/10/2020 04:24,37.28131268,-76.70905141,204,8,0,196,"Williamsburg, Virginia, US",1364.183496,3.921568627
51840,Winchester,Virginia,US,16/10/2020 04:24,39.17054517,-78.17325058,542,4,0,538,"Winchester, Virginia, US",1930.336919,0.73800738
51195,Wise,Virginia,US,16/10/2020 04:24,36.9746148,-82.62410519,500,9,0,491,"Wise, Virginia, US",1337.506353,1.8
51197,Wythe,Virginia,US,16/10/2020 04:24,36.91582035,-81.07834059,295,6,0,289,"Wythe, Virginia, US",1028.447915,2.033898305
51199,York,Virginia,US,16/10/2020 04:24,37.24374789,-76.54412815,603,9,0,594,"York, Virginia, US",883.1282953,1.492537313
53001,Adams,Washington,US,16/10/2020 04:24,46.98299757,-118.5601734,899,10,0,889,"Adams, Washington, US",4498.824,1.112347052
53003,Asotin,Washington,US,16/10/2020 04:24,46.18894415,-117.2022851,167,6,0,161,"Asotin, Washington, US",739.5270569,3.592814371
53005,Benton,Washington,US,16/10/2020 04:24,46.23946995,-119.5120834,4903,132,0,4771,"Benton, Washington, US",2398.845345,2.692229247
53007,Chelan,Washington,US,16/10/2020 04:24,47.87046092,-120.6173956,1932,16,0,1916,"Chelan, Washington, US",2502.590674,0.82815735
53009,Clallam,Washington,US,16/10/2020 04:24,48.04754642,-123.9226319,246,1,0,245,"Clallam, Washington, US",318.1130465,0.406504065
53011,Clark,Washington,US,16/10/2020 04:24,45.77568046,-122.4829204,3877,74,0,3803,"Clark, Washington, US",794.0750572,1.908692288
53013,Columbia,Washington,US,16/10/2020 04:24,46.29442881,-117.9051983,14,1,0,13,"Columbia, Washington, US",351.3174404,7.142857143
53015,Cowlitz,Washington,US,16/10/2020 04:24,46.19074721,-122.6782231,744,7,0,737,"Cowlitz, Washington, US",672.7369725,0.940860215
53017,Douglas,Washington,US,16/10/2020 04:24,47.7361335,-119.692937,1216,9,0,1207,"Douglas, Washington, US",2799.972369,0.740131579
53019,Ferry,Washington,US,16/10/2020 04:24,48.4711431,-118.5154041,30,0,0,30,"Ferry, Washington, US",393.3394519,0
53021,Franklin,Washington,US,16/10/2020 04:24,46.53351425,-118.9018212,4589,67,0,4522,"Franklin, Washington, US",4819.264456,1.460013075
53023,Garfield,Washington,US,16/10/2020 04:24,46.43197502,-117.5454032,13,0,0,13,"Garfield, Washington, US",584.2696629,0
53025,Grant,Washington,US,16/10/2020 04:24,47.20753737,-119.4500749,3201,23,0,3178,"Grant, Washington, US",3275.249916,0.718525461
53027,Grays Harbor,Washington,US,16/10/2020 04:24,47.14003705,-123.7820567,614,11,0,603,"Grays Harbor, Washington, US",818.0013589,1.791530945
53029,Island,Washington,US,16/10/2020 04:24,48.14713305,-122.5216407,351,12,0,339,"Island, Washington, US",412.2573143,3.418803419
53031,Jefferson,Washington,US,16/10/2020 04:24,47.75003077,-123.5609704,80,0,0,80,"Jefferson, Washington, US",248.2852798,0
53033,King,Washington,US,16/10/2020 04:24,47.49137892,-121.8346131,24610,791,0,23819,"King, Washington, US",1092.427052,3.214140593
53035,Kitsap,Washington,US,16/10/2020 04:24,47.63479026,-122.6436061,1386,19,0,1367,"Kitsap, Washington, US",510.5480103,1.370851371
53037,Kittitas,Washington,US,16/10/2020 04:24,47.12521214,-120.679439,642,22,0,620,"Kittitas, Washington, US",1339.313654,3.426791277
53039,Klickitat,Washington,US,16/10/2020 04:24,45.87325839,-120.7913598,202,3,0,199,"Klickitat, Washington, US",900.780379,1.485148515
53041,Lewis,Washington,US,16/10/2020 04:24,46.57756476,-122.3925769,643,8,0,635,"Lewis, Washington, US",796.7090835,1.244167963
53043,Lincoln,Washington,US,16/10/2020 04:24,47.57705241,-118.4194388,63,1,0,62,"Lincoln, Washington, US",575.9210165,1.587301587
53045,Mason,Washington,US,16/10/2020 04:24,47.35007586,-123.1863685,490,9,0,481,"Mason, Washington, US",733.8844956,1.836734694
53047,Okanogan,Washington,US,16/10/2020 04:24,48.54855019,-119.7387224,1090,10,0,1080,"Okanogan, Washington, US",2580.309164,0.917431193
53049,Pacific,Washington,US,16/10/2020 04:24,46.55418369,-123.7285716,107,3,0,104,"Pacific, Washington, US",476.1692849,2.803738318
53051,Pend Oreille,Washington,US,16/10/2020 04:24,48.53234021,-117.2741804,123,0,0,123,"Pend Oreille, Washington, US",896.2401632,0
53053,Pierce,Washington,US,16/10/2020 04:24,47.03892768,-122.1405958,8995,217,0,8778,"Pierce, Washington, US",993.9446176,2.412451362
53055,San Juan,Washington,US,16/10/2020 04:24,48.60182783,-122.96745,30,0,0,30,"San Juan, Washington, US",170.6290524,0
53057,Skagit,Washington,US,16/10/2020 04:24,48.48171488,-121.766131,1184,23,0,1161,"Skagit, Washington, US",916.3732054,1.942567568
53059,Skamania,Washington,US,16/10/2020 04:24,46.02408726,-121.9164403,66,1,0,65,"Skamania, Washington, US",546.2219647,1.515151515
53061,Snohomish,Washington,US,16/10/2020 04:24,48.04615983,-121.7170703,7758,219,0,7539,"Snohomish, Washington, US",943.700332,2.822892498
53063,Spokane,Washington,US,16/10/2020 04:24,47.62113146,-117.4046494,8284,183,0,8101,"Spokane, Washington, US",1584.550821,2.20907774
53065,Stevens,Washington,US,16/10/2020 04:24,48.40035475,-117.8542701,227,4,0,223,"Stevens, Washington, US",496.4678608,1.762114537
53067,Thurston,Washington,US,16/10/2020 04:24,46.9291895,-122.8290656,1345,21,0,1324,"Thurston, Washington, US",462.9374673,1.56133829
90053,Unassigned,Washington,US,16/10/2020 04:24,NA,NA,352,4,0,348,"Unassigned, Washington, US",NA,1.136363636
53069,Wahkiakum,Washington,US,16/10/2020 04:24,46.2918004,-123.4250831,9,0,0,9,"Wahkiakum, Washington, US",200.5347594,0
53071,Walla Walla,Washington,US,16/10/2020 04:24,46.23040051,-118.4775539,970,6,0,964,"Walla Walla, Washington, US",1596.44503,0.618556701
53073,Whatcom,Washington,US,16/10/2020 04:24,48.82227976,-121.7490018,1489,49,0,1440,"Whatcom, Washington, US",649.517769,3.290799194
53075,Whitman,Washington,US,16/10/2020 04:24,46.90022523,-117.5241763,1587,3,0,1584,"Whitman, Washington, US",3167.411783,0.189035917
53077,Yakima,Washington,US,16/10/2020 04:24,46.45738486,-120.7380126,11657,267,0,11390,"Yakima, Washington, US",4646.574163,2.290469246
54001,Barbour,West Virginia,US,16/10/2020 04:24,39.1307219,-80.00350858,155,1,0,154,"Barbour, West Virginia, US",942.7650386,0.64516129
54003,Berkeley,West Virginia,US,16/10/2020 04:24,39.46704621,-78.02414609,1315,17,0,1298,"Berkeley, West Virginia, US",1103.456378,1.292775665
54005,Boone,West Virginia,US,16/10/2020 04:24,38.01974191,-81.69888019,280,3,0,277,"Boone, West Virginia, US",1304.935452,1.071428571
54007,Braxton,West Virginia,US,16/10/2020 04:24,38.70036159,-80.72011184,30,0,0,30,"Braxton, West Virginia, US",214.9459053,0
54009,Brooke,West Virginia,US,16/10/2020 04:24,40.27367263,-80.57915332,142,1,0,141,"Brooke, West Virginia, US",647.2491909,0.704225352
54011,Cabell,West Virginia,US,16/10/2020 04:24,38.42424062,-82.23855912,1092,15,0,1077,"Cabell, West Virginia, US",1187.66654,1.373626374
54013,Calhoun,West Virginia,US,16/10/2020 04:24,38.84315422,-81.11934872,32,0,0,32,"Calhoun, West Virginia, US",450.1336334,0
54015,Clay,West Virginia,US,16/10/2020 04:24,38.46231092,-81.07652217,51,2,0,49,"Clay, West Virginia, US",599.4358251,3.921568627
54017,Doddridge,West Virginia,US,16/10/2020 04:24,39.27057157,-80.70671527,59,1,0,58,"Doddridge, West Virginia, US",698.3901515,1.694915254
54019,Fayette,West Virginia,US,16/10/2020 04:24,38.02974928,-81.08286634,697,18,0,679,"Fayette, West Virginia, US",1643.635335,2.582496413
54021,Gilmer,West Virginia,US,16/10/2020 04:24,38.9251277,-80.85952723,60,0,0,60,"Gilmer, West Virginia, US",766.9691934,0
54023,Grant,West Virginia,US,16/10/2020 04:24,39.10314817,-79.19440518,177,7,0,170,"Grant, West Virginia, US",1530.082988,3.95480226
54025,Greenbrier,West Virginia,US,16/10/2020 04:24,37.9463652,-80.45335881,146,3,0,143,"Greenbrier, West Virginia, US",421.2105476,2.054794521
54027,Hampshire,West Virginia,US,16/10/2020 04:24,39.32103553,-78.60826476,118,1,0,117,"Hampshire, West Virginia, US",509.1693635,0.847457627
54029,Hancock,West Virginia,US,16/10/2020 04:24,40.51943859,-80.57461608,188,0,0,188,"Hancock, West Virginia, US",652.5511975,0
54031,Hardy,West Virginia,US,16/10/2020 04:24,39.00683177,-78.85855301,100,1,0,99,"Hardy, West Virginia, US",725.9001161,1
54033,Harrison,West Virginia,US,16/10/2020 04:24,39.2853852,-80.37919577,588,10,0,578,"Harrison, West Virginia, US",874.2714405,1.700680272
54035,Jackson,West Virginia,US,16/10/2020 04:24,38.84263974,-81.68148753,336,24,0,312,"Jackson, West Virginia, US",1175.81187,7.142857143
54037,Jefferson,West Virginia,US,16/10/2020 04:24,39.30776166,-77.86014147,495,4,0,491,"Jefferson, West Virginia, US",866.2023589,0.808080808
54039,Kanawha,West Virginia,US,16/10/2020 04:24,38.33860077,-81.52857054,3196,101,0,3095,"Kanawha, West Virginia, US",1794.255687,3.16020025
54041,Lewis,West Virginia,US,16/10/2020 04:24,38.9947249,-80.49988181,62,2,0,60,"Lewis, West Virginia, US",389.765512,3.225806452
54043,Lincoln,West Virginia,US,16/10/2020 04:24,38.172154,-82.07017953,203,2,0,201,"Lincoln, West Virginia, US",994.659219,0.985221675
54045,Logan,West Virginia,US,16/10/2020 04:24,37.8299889,-81.93528571,701,43,0,658,"Logan, West Virginia, US",2189.325088,6.134094151
54049,Marion,West Virginia,US,16/10/2020 04:24,39.50984542,-80.24244659,337,5,0,332,"Marion, West Virginia, US",601.0129833,1.483679525
54051,Marshall,West Virginia,US,16/10/2020 04:24,39.86064362,-80.66591062,231,1,0,230,"Marshall, West Virginia, US",756.6080377,0.432900433
54053,Mason,West Virginia,US,16/10/2020 04:24,38.77071799,-82.02524219,156,6,0,150,"Mason, West Virginia, US",588.3240308,3.846153846
54047,McDowell,West Virginia,US,16/10/2020 04:24,37.38002939,-81.65083669,100,1,0,99,"McDowell, West Virginia, US",567.4080799,1
54055,Mercer,West Virginia,US,16/10/2020 04:24,37.40481169,-81.11023142,494,29,0,465,"Mercer, West Virginia, US",840.7365806,5.870445344
54057,Mineral,West Virginia,US,16/10/2020 04:24,39.41561583,-78.94104895,196,4,0,192,"Mineral, West Virginia, US",729.4923329,2.040816327
54059,Mingo,West Virginia,US,16/10/2020 04:24,37.73048351,-82.13338365,478,9,0,469,"Mingo, West Virginia, US",2040.642077,1.882845188
54061,Monongalia,West Virginia,US,16/10/2020 04:24,39.63218457,-80.04766838,2190,5,0,2185,"Monongalia, West Virginia, US",2073.627997,0.228310502
54063,Monroe,West Virginia,US,16/10/2020 04:24,37.56274716,-80.54577965,175,8,0,167,"Monroe, West Virginia, US",1318.26742,4.571428571
54065,Morgan,West Virginia,US,16/10/2020 04:24,39.55439028,-78.26311676,89,0,0,89,"Morgan, West Virginia, US",497.6515321,0
54067,Nicholas,West Virginia,US,16/10/2020 04:24,38.29617706,-80.79759588,160,3,0,157,"Nicholas, West Virginia, US",653.1678641,1.875
54069,Ohio,West Virginia,US,16/10/2020 04:24,40.0955451,-80.62203992,433,7,0,426,"Ohio, West Virginia, US",1045.615899,1.616628176
54071,Pendleton,West Virginia,US,16/10/2020 04:24,38.68314479,-79.35084086,63,1,0,62,"Pendleton, West Virginia, US",904.0034438,1.587301587
54073,Pleasants,West Virginia,US,16/10/2020 04:24,39.37091679,-81.16771771,21,3,0,18,"Pleasants, West Virginia, US",281.5013405,14.28571429
54075,Pocahontas,West Virginia,US,16/10/2020 04:24,38.32758728,-80.00993811,62,0,0,62,"Pocahontas, West Virginia, US",751.7885292,0
54077,Preston,West Virginia,US,16/10/2020 04:24,39.46770987,-79.66712803,172,4,0,168,"Preston, West Virginia, US",514.4771476,2.325581395
54079,Putnam,West Virginia,US,16/10/2020 04:24,38.50782345,-81.9082131,739,10,0,729,"Putnam, West Virginia, US",1309.123118,1.353179973
54081,Raleigh,West Virginia,US,16/10/2020 04:24,37.76936795,-81.2456041,629,8,0,621,"Raleigh, West Virginia, US",857.4037977,1.271860095
54083,Randolph,West Virginia,US,16/10/2020 04:24,38.769899,-79.87919615,360,1,0,359,"Randolph, West Virginia, US",1254.573968,0.277777778
54085,Ritchie,West Virginia,US,16/10/2020 04:24,39.18094587,-81.06356878,23,0,0,23,"Ritchie, West Virginia, US",240.7368641,0
54087,Roane,West Virginia,US,16/10/2020 04:24,38.71622686,-81.35243568,82,2,0,80,"Roane, West Virginia, US",599.0648743,2.43902439
54089,Summers,West Virginia,US,16/10/2020 04:24,37.65390597,-80.86009693,67,0,0,67,"Summers, West Virginia, US",532.8879345,0
54091,Taylor,West Virginia,US,16/10/2020 04:24,39.33602617,-80.0421439,157,8,0,149,"Taylor, West Virginia, US",940.4013178,5.095541401
54093,Tucker,West Virginia,US,16/10/2020 04:24,39.11240885,-79.57053576,50,0,0,50,"Tucker, West Virginia, US",731.1010382,0
54095,Tyler,West Virginia,US,16/10/2020 04:24,39.46811972,-80.88772676,24,1,0,23,"Tyler, West Virginia, US",279.3621232,4.166666667
90054,Unassigned,West Virginia,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, West Virginia, US",NA,NA
54097,Upshur,West Virginia,US,16/10/2020 04:24,38.89285061,-80.23689136,203,1,0,202,"Upshur, West Virginia, US",839.6757114,0.492610837
54099,Wayne,West Virginia,US,16/10/2020 04:24,38.14901357,-82.42287994,465,11,0,454,"Wayne, West Virginia, US",1180.14314,2.365591398
54101,Webster,West Virginia,US,16/10/2020 04:24,38.49370949,-80.4202023,15,0,0,15,"Webster, West Virginia, US",184.8656643,0
54103,Wetzel,West Virginia,US,16/10/2020 04:24,39.6065771,-80.6401654,71,0,0,71,"Wetzel, West Virginia, US",471.291072,0
54105,Wirt,West Virginia,US,16/10/2020 04:24,39.02775007,-81.37473928,23,0,0,23,"Wirt, West Virginia, US",395.1211132,0
54107,Wood,West Virginia,US,16/10/2020 04:24,39.20967886,-81.5162836,444,6,0,438,"Wood, West Virginia, US",531.6219258,1.351351351
54109,Wyoming,West Virginia,US,16/10/2020 04:24,37.612327,-81.54511071,152,5,0,147,"Wyoming, West Virginia, US",745.3172502,3.289473684
55001,Adams,Wisconsin,US,16/10/2020 04:24,43.96974651,-89.76782777,340,4,0,336,"Adams, Wisconsin, US",1681.503462,1.176470588
55003,Ashland,Wisconsin,US,16/10/2020 04:24,46.31956891,-90.67837132,210,3,0,207,"Ashland, Wisconsin, US",1349.440946,1.428571429
55005,Barron,Wisconsin,US,16/10/2020 04:24,45.42372701,-91.84833627,701,6,0,695,"Barron, Wisconsin, US",1549.376713,0.855920114
55007,Bayfield,Wisconsin,US,16/10/2020 04:24,46.52868768,-91.19716729,166,1,0,165,"Bayfield, Wisconsin, US",1104.017026,0.602409639
55009,Brown,Wisconsin,US,16/10/2020 04:24,44.4526553,-88.00411844,12519,82,0,12437,"Brown, Wisconsin, US",4732.329838,0.655004393
55011,Buffalo,Wisconsin,US,16/10/2020 04:24,44.37835084,-91.75332578,191,2,0,189,"Buffalo, Wisconsin, US",1465.735554,1.047120419
55013,Burnett,Wisconsin,US,16/10/2020 04:24,45.86303537,-92.36711412,255,6,0,249,"Burnett, Wisconsin, US",1654.34021,2.352941176
55015,Calumet,Wisconsin,US,16/10/2020 04:24,44.0816316,-88.21780273,2094,10,0,2084,"Calumet, Wisconsin, US",4180.558606,0.477554919
55017,Chippewa,Wisconsin,US,16/10/2020 04:24,45.06939744,-91.28068855,959,2,0,957,"Chippewa, Wisconsin, US",1483.188469,0.208550574
55019,Clark,Wisconsin,US,16/10/2020 04:24,44.73483377,-90.61207486,599,9,0,590,"Clark, Wisconsin, US",1722.551331,1.502504174
55021,Columbia,Wisconsin,US,16/10/2020 04:24,43.46492199,-89.33589004,1266,4,0,1262,"Columbia, Wisconsin, US",2200.514496,0.315955766
55023,Crawford,Wisconsin,US,16/10/2020 04:24,43.23870316,-90.93073686,268,0,0,268,"Crawford, Wisconsin, US",1661.39731,0
55025,Dane,Wisconsin,US,16/10/2020 04:24,43.06601594,-89.41733797,12072,46,0,12026,"Dane, Wisconsin, US",2208.178235,0.381047051
55027,Dodge,Wisconsin,US,16/10/2020 04:24,43.41576662,-88.70928178,2806,19,0,2787,"Dodge, Wisconsin, US",3194.480811,0.677120456
55029,Door,Wisconsin,US,16/10/2020 04:24,44.95856458,-87.30002707,563,4,0,559,"Door, Wisconsin, US",2034.841694,0.710479574
